Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
-377.0,541.0,-661.0,476.0,673.0,1.71758,173.0,Up
173.0,-377.0,541.0,-661.0,476.0,1.93418,457.0,Up
457.0,173.0,-377.0,541.0,-661.0,1.9458,0.56,Up
0.56,457.0,173.0,-377.0,541.0,2.00168,-767.0,Down
-767.0,0.56,457.0,173.0,-377.0,1.7896,95.0,Up
95.0,-767.0,0.56,457.0,173.0,1.71687,0.71,Up
0.71,95.0,-767.0,0.56,457.0,2.04312,74.0,Up
74.0,0.71,95.0,-767.0,0.56,1.99998,-737.0,Down
-737.0,74.0,0.71,95.0,-767.0,1.98122,-764.0,Down
-764.0,-737.0,74.0,0.71,95.0,1.93028,-268.0,Down
-268.0,-764.0,-737.0,74.0,0.71,1.80414,674.0,Up
674.0,-268.0,-764.0,-737.0,74.0,1.89752,-183.0,Down
-183.0,674.0,-268.0,-764.0,-737.0,2.17232,706.0,Up
706.0,-183.0,674.0,-268.0,-764.0,1.94156,-599.0,Down
-599.0,706.0,-183.0,674.0,-268.0,1.7093,283.0,Up
283.0,-599.0,706.0,-183.0,674.0,1.56288,-1178.0,Down
-1178.0,283.0,-599.0,706.0,-183.0,1.82041,74.0,Up
74.0,-1178.0,283.0,-599.0,706.0,1.85915,-0.1,Down
-0.1,74.0,-1178.0,283.0,-599.0,1.80817,57.0,Up
57.0,-0.1,74.0,-1178.0,283.0,1.55879,166.0,Up
166.0,57.0,-0.1,74.0,-1178.0,1.62133,-339.0,Down
-339.0,166.0,57.0,-0.1,74.0,1.67862,-657.0,Down
-657.0,-339.0,166.0,57.0,-0.1,1.9308,0.23,Up
0.23,-657.0,-339.0,166.0,57.0,1.57111,-0.6,Down
-0.6,0.23,-657.0,-339.0,166.0,1.54109,596.0,Up
596.0,-0.6,0.23,-657.0,-339.0,1.59945,-319.0,Down
-319.0,596.0,-0.6,0.23,-657.0,1.91647,986.0,Up
986.0,-319.0,596.0,-0.6,0.23,2.36551,103.0,Up
103.0,986.0,-319.0,596.0,-0.6,2.22986,-292.0,Down
-292.0,103.0,986.0,-319.0,596.0,1.64016,1262.0,Up
1262.0,-292.0,103.0,986.0,-319.0,1.93209,241.0,Up
241.0,1262.0,-292.0,103.0,986.0,2.0677,-379.0,Down
-379.0,241.0,1262.0,-292.0,103.0,1.95538,796.0,Up
796.0,-379.0,241.0,1262.0,-292.0,1.99256,-74.0,Down
-74.0,796.0,-379.0,241.0,1262.0,1.93805,-754.0,Down
-754.0,-74.0,796.0,-379.0,241.0,2.08236,-328.0,Down
-328.0,-754.0,-74.0,796.0,-379.0,1.98675,46.0,Up
46.0,-328.0,-754.0,-74.0,796.0,2.07934,829.0,Up
829.0,46.0,-328.0,-754.0,-74.0,3.15247,-557.0,Down
-557.0,829.0,46.0,-328.0,-754.0,2.07654,-786.0,Down
-786.0,-557.0,829.0,46.0,-328.0,2.31925,-912.0,Down
-912.0,-786.0,-557.0,829.0,46.0,2.54815,365.0,Up
365.0,-912.0,-786.0,-557.0,829.0,2.42472,55.0,Up
55.0,365.0,-912.0,-786.0,-557.0,1.97302,28.0,Up
28.0,55.0,365.0,-912.0,-786.0,2.02222,2.0,Up
2.0,28.0,55.0,365.0,-912.0,1.97627,101.0,Up
101.0,2.0,28.0,55.0,365.0,2.10698,887.0,Up
887.0,101.0,2.0,28.0,55.0,2.17612,92.0,Up
92.0,887.0,101.0,2.0,28.0,2.09752,-172.0,Down
-172.0,92.0,887.0,101.0,2.0,2.09749,-997.0,Down
-997.0,-172.0,92.0,887.0,101.0,2.34142,-1489.0,Down
-1489.0,-997.0,-172.0,92.0,887.0,2.54678,-0.41,Down
-0.41,-1489.0,-997.0,-172.0,92.0,2.79203,0.37,Up
0.37,-0.41,-1489.0,-997.0,-172.0,2.12608,-717.0,Down
-717.0,0.37,-0.41,-1489.0,-997.0,2.19599,-207.0,Down
-207.0,-717.0,0.37,-0.41,-1489.0,2.29904,-607.0,Down
-607.0,-207.0,-717.0,0.37,-0.41,2.49128,-71.0,Down
-71.0,-607.0,-207.0,-717.0,0.37,2.35115,827.0,Up
827.0,-71.0,-607.0,-207.0,-717.0,2.18894,297.0,Up
297.0,827.0,-71.0,-607.0,-207.0,2.05457,-1005.0,Down
-1005.0,297.0,827.0,-71.0,-607.0,2.19701,1496.0,Up
1496.0,-1005.0,297.0,827.0,-71.0,2.70359,-1502.0,Down
-1502.0,1496.0,-1005.0,297.0,827.0,2.61725,152.0,Up
152.0,-1502.0,1496.0,-1005.0,297.0,2.47092,1678.0,Up
1678.0,152.0,-1502.0,1496.0,-1005.0,2.19779,-237.0,Down
-237.0,1678.0,152.0,-1502.0,1496.0,2.31247,-431.0,Down
-431.0,-237.0,1678.0,152.0,-1502.0,2.46775,-1048.0,Down
-1048.0,-431.0,-237.0,1678.0,152.0,2.39537,1655.0,Up
1655.0,-1048.0,-431.0,-237.0,1678.0,2.3794,718.0,Up
718.0,1655.0,-1048.0,-431.0,-237.0,2.56747,-352.0,Down
-352.0,718.0,1655.0,-1048.0,-431.0,2.45785,998.0,Up
998.0,-352.0,718.0,1655.0,-1048.0,2.64809,426.0,Up
426.0,998.0,-352.0,718.0,1655.0,2.71663,16.0,Up
16.0,426.0,998.0,-352.0,718.0,2.05051,219.0,Up
219.0,16.0,426.0,998.0,-352.0,1.98758,-345.0,Down
-345.0,219.0,16.0,426.0,998.0,1.96505,169.0,Up
169.0,-345.0,219.0,16.0,426.0,2.21446,845.0,Up
845.0,169.0,-345.0,219.0,16.0,2.37846,305.0,Up
305.0,845.0,169.0,-345.0,219.0,1.77314,-78.0,Down
-78.0,305.0,845.0,169.0,-345.0,1.89978,-385.0,Down
-385.0,-78.0,305.0,845.0,169.0,2.35937,179.0,Up
179.0,-385.0,-78.0,305.0,845.0,2.12158,941.0,Up
941.0,179.0,-385.0,-78.0,305.0,2.29804,0.44,Up
0.44,941.0,179.0,-385.0,-78.0,2.45329,527.0,Up
527.0,0.44,941.0,179.0,-385.0,2.11735,508.0,Up
508.0,527.0,0.44,941.0,179.0,2.29142,347.0,Up
347.0,508.0,527.0,0.44,941.0,1.9854,209.0,Up
209.0,347.0,508.0,527.0,0.44,0.72494,-851.0,Down
-851.0,209.0,347.0,508.0,527.0,2.0169,2.0,Up
2.0,-851.0,209.0,347.0,508.0,2.26834,-636.0,Down
-636.0,2.0,-851.0,209.0,347.0,2.37469,1216.0,Up
1216.0,-636.0,2.0,-851.0,209.0,2.61483,32.0,Up
32.0,1216.0,-636.0,2.0,-851.0,2.12558,-236.0,Down
-236.0,32.0,1216.0,-636.0,2.0,2.32584,128.0,Up
128.0,-236.0,32.0,1216.0,-636.0,2.11074,-501.0,Down
-501.0,128.0,-236.0,32.0,1216.0,2.09383,-122.0,Down
-122.0,-501.0,128.0,-236.0,32.0,2.1783,281.0,Up
281.0,-122.0,-501.0,128.0,-236.0,1.89629,84.0,Up
84.0,281.0,-122.0,-501.0,128.0,1.87655,555.0,Up
555.0,84.0,281.0,-122.0,-501.0,2.39002,419.0,Up
419.0,555.0,84.0,281.0,-122.0,2.14552,-141.0,Down
-141.0,419.0,555.0,84.0,281.0,2.18059,-285.0,Down
-285.0,-141.0,419.0,555.0,84.0,2.58419,-584.0,Down
-584.0,-285.0,-141.0,419.0,555.0,2.20881,-24.0,Down
-24.0,-584.0,-285.0,-141.0,419.0,1.99669,252.0,Up
252.0,-24.0,-584.0,-285.0,-141.0,2.06517,422.0,Up
422.0,252.0,-24.0,-584.0,-285.0,1.8885,43.0,Up
43.0,422.0,252.0,-24.0,-584.0,1.28581,-955.0,Down
-955.0,43.0,422.0,252.0,-24.0,1.54047,0.13,Up
0.13,-955.0,43.0,422.0,252.0,1.42236,-298.0,Down
-298.0,0.13,-955.0,43.0,422.0,1.38254,-489.0,Down
